epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
39,155.013,1.15853,1.20447,1.69479,0.91436,0.91846,0.93482,0.41846,1.82502,1.02792,1.97196,0.00243003,0.00243003,0.00243003
40,158.778,1.17183,1.21544,1.63789,0.92094,0.86022,0.9412,0.48124,1.58972,1.02901,1.76447,0.00241503,0.00241503,0.00241503
41,162.843,1.21948,1.27226,1.66719,0.92672,0.86022,0.94558,0.45129,1.79489,0.98377,1.93649,0.00240003,0.00240003,0.00240003
42,166.789,1.25138,1.23568,1.63457,0.9286,0.86022,0.94047,0.43868,1.80295,0.98472,1.94677,0.00238503,0.00238503,0.00238503
43,170.826,1.23094,1.17524,1.65014,0.92896,0.89247,0.95052,0.45712,1.70022,0.94227,1.81899,0.00237003,0.00237003,0.00237003
44,174.743,1.16539,1.13136,1.57394,0.94018,0.90323,0.95852,0.45451,1.61751,0.94732,1.71534,0.00235503,0.00235503,0.00235503
45,178.751,1.20786,1.14974,1.69305,0.86522,0.90323,0.94637,0.44609,1.62316,0.98956,1.74017,0.00234003,0.00234003,0.00234003
46,182.619,1.15659,1.16678,1.65868,0.88779,0.85073,0.93379,0.44458,1.63698,0.98782,1.76298,0.00232503,0.00232503,0.00232503
47,186.557,1.15566,1.14641,1.59016,0.83063,0.87097,0.90853,0.49151,1.46048,0.94034,1.60987,0.00231003,0.00231003,0.00231003
48,190.516,1.07298,1.11286,1.55285,0.89449,0.82796,0.922,0.49018,1.51253,0.89854,1.6507,0.00229504,0.00229504,0.00229504
49,194.51,1.15562,1.04931,1.63663,0.84569,0.8172,0.90155,0.46379,1.5885,0.93388,1.73885,0.00228004,0.00228004,0.00228004
50,198.257,1.14819,1.10235,1.57096,0.76749,0.84946,0.87772,0.51747,1.37604,0.87234,1.55754,0.00226504,0.00226504,0.00226504
51,202.035,1.1995,1.0791,1.5762,0.91547,0.81516,0.93759,0.54559,1.34131,0.81303,1.49337,0.00225004,0.00225004,0.00225004
52,205.965,1.14636,1.21925,1.7236,0.87491,0.90245,0.94457,0.52627,1.42017,0.84924,1.58729,0.00223504,0.00223504,0.00223504
53,210.024,1.07416,1.11106,1.51288,0.84767,0.90323,0.90776,0.5059,1.47561,0.8868,1.67931,0.00222004,0.00222004,0.00222004
54,213.992,1.16377,1.05614,1.53974,0.83189,0.92473,0.93657,0.48019,1.62457,0.86861,1.79774,0.00220504,0.00220504,0.00220504
55,217.867,1.10672,1.05984,1.49095,0.81773,0.89247,0.89304,0.51136,1.45977,0.85612,1.62578,0.00219004,0.00219004,0.00219004
56,221.761,1.19411,1.12207,1.68257,0.89685,0.84146,0.92143,0.50939,1.50001,0.86253,1.65767,0.00217504,0.00217504,0.00217504
57,225.633,1.10188,1.04197,1.63517,0.93525,0.84946,0.92356,0.527,1.34201,0.85656,1.50486,0.00216004,0.00216004,0.00216004
58,229.407,1.16461,1.07183,1.60758,0.8242,0.86022,0.8788,0.50937,1.41828,0.90566,1.5759,0.00214504,0.00214504,0.00214504
59,233.121,1.04594,1.04419,1.60057,0.86131,0.9349,0.94173,0.56393,1.3572,0.81698,1.51414,0.00213004,0.00213004,0.00213004
60,237.056,0.98938,0.97612,1.49502,0.92122,0.88023,0.94446,0.58847,1.26499,0.78417,1.44422,0.00211504,0.00211504,0.00211504
61,240.993,1.15134,0.9941,1.53315,0.77475,0.91398,0.89597,0.5226,1.43149,0.85264,1.59968,0.00210005,0.00210005,0.00210005
62,244.715,1.10125,1.07009,1.57125,0.78299,0.93117,0.87513,0.54362,1.2588,0.83622,1.45852,0.00208505,0.00208505,0.00208505
63,248.395,1.05389,0.92565,1.46787,0.81639,0.9084,0.90399,0.58776,1.18577,0.80137,1.40548,0.00207005,0.00207005,0.00207005
64,252.114,0.98237,0.93643,1.54987,0.8477,0.89774,0.90051,0.57755,1.16595,0.78133,1.39195,0.00205505,0.00205505,0.00205505
65,255.82,1.03578,0.97703,1.54083,0.85653,0.90323,0.90776,0.60625,1.11738,0.75012,1.36263,0.00204005,0.00204005,0.00204005
66,259.71,1.11658,0.95815,1.62117,0.87458,0.89975,0.93781,0.60857,1.18377,0.74471,1.40578,0.00202505,0.00202505,0.00202505
67,263.766,1.03668,0.98225,1.51244,0.86721,0.91293,0.93126,0.61371,1.11552,0.72724,1.36445,0.00201005,0.00201005,0.00201005
68,267.844,1.02542,0.8985,1.52728,0.79595,0.88172,0.81984,0.53632,1.09741,0.80478,1.36984,0.00199505,0.00199505,0.00199505
69,271.659,1.09507,1.06741,1.65263,0.82786,0.83871,0.82759,0.5192,1.07653,0.85534,1.3509,0.00198005,0.00198005,0.00198005
70,275.456,1.10144,0.96493,1.52241,0.86655,0.90772,0.86991,0.50478,1.23529,0.82221,1.42151,0.00196505,0.00196505,0.00196505
71,279.364,1.07021,0.94705,1.54805,0.75171,0.94411,0.80699,0.49732,1.15875,0.89842,1.35673,0.00195005,0.00195005,0.00195005
72,283.354,1.0176,0.95849,1.56175,0.60424,0.92473,0.67642,0.43446,1.13882,1.00079,1.35611,0.00193505,0.00193505,0.00193505
73,287.287,0.98068,0.90074,1.47374,0.67304,0.78495,0.67548,0.44976,1.06684,0.98351,1.31376,0.00192005,0.00192005,0.00192005
74,291.234,0.98754,0.89802,1.46477,0.68703,0.92057,0.77054,0.49732,1.22828,0.8859,1.42028,0.00190505,0.00190505,0.00190505
75,295.184,1.01757,0.89952,1.42825,0.77996,0.91398,0.80602,0.55062,1.0684,0.76641,1.29537,0.00189006,0.00189006,0.00189006
76,299.134,1.05187,0.92191,1.39392,0.78713,0.91446,0.82413,0.56359,1.0645,0.72745,1.31078,0.00187506,0.00187506,0.00187506
77,303.027,0.97684,0.8961,1.49275,0.80534,0.93548,0.88265,0.59566,1.10117,0.71029,1.33979,0.00186006,0.00186006,0.00186006
78,306.728,1.00532,0.90864,1.48803,0.83793,0.94509,0.91502,0.6014,1.17827,0.71079,1.39212,0.00184506,0.00184506,0.00184506
79,310.542,0.98881,0.89966,1.45239,0.88607,0.92473,0.9431,0.65324,1.05438,0.65788,1.28392,0.00183006,0.00183006,0.00183006
80,314.315,0.91729,0.88498,1.3437,0.8809,0.88172,0.90829,0.60782,1.11144,0.69406,1.34012,0.00181506,0.00181506,0.00181506
81,318.002,1.01206,0.84398,1.47111,0.92912,0.92473,0.95486,0.6149,1.24634,0.69469,1.43179,0.00180006,0.00180006,0.00180006
82,321.657,1.04054,0.92382,1.51625,0.91644,0.94341,0.95235,0.63508,1.13748,0.68142,1.34548,0.00178506,0.00178506,0.00178506
83,325.327,1.00788,0.87811,1.48935,0.85782,0.93548,0.92739,0.63962,1.06001,0.69447,1.31338,0.00177006,0.00177006,0.00177006
84,329.247,1.01421,0.84405,1.42737,0.8406,0.964,0.93909,0.63795,1.08238,0.69763,1.32099,0.00175506,0.00175506,0.00175506
85,333.147,1.03185,0.84773,1.49681,0.84177,0.95699,0.93944,0.64088,1.1135,0.69761,1.34445,0.00174006,0.00174006,0.00174006
86,336.997,1.02076,0.86401,1.47223,0.84709,0.95699,0.95482,0.64489,1.13771,0.66254,1.34416,0.00172506,0.00172506,0.00172506
87,340.8,1.02124,0.86272,1.46138,0.83834,0.94796,0.94607,0.67246,1.01526,0.65557,1.27163,0.00171006,0.00171006,0.00171006
88,344.767,0.96027,0.88158,1.49061,0.83656,0.93562,0.9295,0.64724,1.0392,0.67717,1.28337,0.00169507,0.00169507,0.00169507
89,348.656,1.0455,0.86675,1.53058,0.85639,0.94624,0.92034,0.6422,0.979,0.67276,1.23823,0.00168007,0.00168007,0.00168007
90,352.42,1.02165,0.85632,1.55484,0.81681,0.95889,0.90239,0.61079,1.04984,0.7058,1.29259,0.00166507,0.00166507,0.00166507
91,356.231,0.98561,0.87903,1.45089,0.82345,0.90273,0.86129,0.57909,1.11385,0.75238,1.38445,0.00165007,0.00165007,0.00165007
92,360.031,0.93101,0.8915,1.4436,0.84378,0.95699,0.90418,0.61732,1.08432,0.70606,1.3438,0.00163507,0.00163507,0.00163507
93,363.776,0.97043,0.84435,1.38408,0.81731,0.96774,0.91448,0.628,1.0913,0.69258,1.34975,0.00162007,0.00162007,0.00162007
94,367.456,0.96235,0.86508,1.40803,0.89814,0.83871,0.90127,0.64604,1.00035,0.69987,1.29667,0.00160507,0.00160507,0.00160507
95,371.215,0.9525,0.76296,1.42358,0.86388,0.93548,0.91827,0.62602,1.07389,0.69088,1.34137,0.00159007,0.00159007,0.00159007
96,374.871,0.9907,0.86106,1.51739,0.90617,0.90323,0.90534,0.62342,1.06676,0.69671,1.33818,0.00157507,0.00157507,0.00157507
97,378.668,1.00212,0.82633,1.42328,0.91267,0.91398,0.91412,0.6273,1.07286,0.68509,1.33089,0.00156007,0.00156007,0.00156007
98,382.359,1.04946,0.84514,1.49354,0.90441,0.91566,0.9108,0.60551,1.16185,0.68942,1.39138,0.00154507,0.00154507,0.00154507
99,386.123,1.02478,0.8668,1.43106,0.88378,0.94624,0.9219,0.62368,1.14911,0.66042,1.3732,0.00153007,0.00153007,0.00153007
100,389.953,0.94627,0.8115,1.44658,0.86643,0.97654,0.90524,0.60947,1.12527,0.67049,1.37548,0.00151507,0.00151507,0.00151507
101,393.865,0.9742,0.84552,1.51628,0.85596,0.95852,0.90375,0.63431,1.03272,0.69457,1.31151,0.00150008,0.00150008,0.00150008
102,397.628,0.90007,0.83971,1.3766,0.85141,0.98583,0.90692,0.63331,1.0442,0.68617,1.3128,0.00148508,0.00148508,0.00148508
103,401.474,0.9905,0.821,1.41498,0.86494,0.96407,0.93067,0.65475,1.01167,0.64377,1.26419,0.00147008,0.00147008,0.00147008
104,405.376,0.98934,0.8113,1.3873,0.89982,0.96579,0.95083,0.68042,0.95314,0.62312,1.22066,0.00145508,0.00145508,0.00145508
105,409.275,0.90431,0.7619,1.36779,0.8706,0.96774,0.94243,0.69453,0.93603,0.62704,1.21621,0.00144008,0.00144008,0.00144008
106,413.198,0.92891,0.82949,1.43205,0.86481,0.96302,0.93557,0.69233,0.897,0.65564,1.19708,0.00142508,0.00142508,0.00142508
107,417.1,0.89032,0.76134,1.36654,0.8377,0.94624,0.91322,0.6721,0.88851,0.67717,1.19266,0.00141008,0.00141008,0.00141008
108,420.949,0.89713,0.80967,1.40457,0.87846,0.84946,0.89458,0.66582,0.88147,0.67675,1.17808,0.00139508,0.00139508,0.00139508
109,424.724,0.95298,0.82661,1.43483,0.88328,0.89508,0.91732,0.68053,0.82341,0.6443,1.14975,0.00138008,0.00138008,0.00138008
110,428.456,0.91223,0.76302,1.41197,0.88684,0.90323,0.93913,0.69663,0.86721,0.64446,1.15743,0.00136508,0.00136508,0.00136508
111,432.336,0.89064,0.74038,1.36633,0.85749,0.90579,0.92329,0.68157,0.84769,0.65239,1.15342,0.00135008,0.00135008,0.00135008
112,436.073,0.87666,0.76034,1.38002,0.83387,0.91398,0.88686,0.66016,0.90669,0.67907,1.19664,0.00133508,0.00133508,0.00133508
113,439.868,0.90864,0.68041,1.30733,0.76218,0.88172,0.83439,0.59895,0.98113,0.73173,1.26751,0.00132008,0.00132008,0.00132008
114,443.632,0.90538,0.78246,1.40467,0.78159,0.92473,0.85331,0.60397,1.00047,0.71562,1.26582,0.00130508,0.00130508,0.00130508
115,447.39,0.89727,0.72789,1.34246,0.83352,0.84946,0.86899,0.62533,0.96304,0.70008,1.2243,0.00129009,0.00129009,0.00129009
116,451.163,0.80777,0.73167,1.28736,0.85332,0.87579,0.91121,0.64173,1.04222,0.68926,1.30065,0.00127509,0.00127509,0.00127509
117,454.837,0.85282,0.75015,1.35439,0.88995,0.84946,0.91071,0.67799,0.90523,0.66156,1.19422,0.00126009,0.00126009,0.00126009
118,458.643,0.94621,0.77122,1.42563,0.8838,0.86022,0.90865,0.67309,0.94556,0.65639,1.22464,0.00124509,0.00124509,0.00124509
119,462.526,0.94557,0.73567,1.43403,0.86917,0.85723,0.9042,0.69209,0.85123,0.65201,1.17088,0.00123009,0.00123009,0.00123009
120,466.215,0.88575,0.70972,1.2837,0.91845,0.84775,0.92705,0.70507,0.84231,0.63653,1.15768,0.00121509,0.00121509,0.00121509
121,470.03,0.83881,0.7555,1.38273,0.87196,0.84946,0.89992,0.68802,0.85681,0.64566,1.17935,0.00120009,0.00120009,0.00120009
122,473.784,0.84727,0.75505,1.39356,0.80341,0.90323,0.86969,0.66628,0.82528,0.66636,1.16658,0.00118509,0.00118509,0.00118509
123,477.63,0.84082,0.69046,1.32319,0.79814,0.91398,0.86723,0.67536,0.80525,0.65932,1.14486,0.00117009,0.00117009,0.00117009
124,481.411,0.879,0.7698,1.41058,0.76642,0.91733,0.85845,0.66395,0.84049,0.66702,1.16822,0.00115509,0.00115509,0.00115509
125,485.148,0.91017,0.75744,1.38172,0.77586,0.94624,0.88634,0.68725,0.85306,0.63757,1.18006,0.00114009,0.00114009,0.00114009
126,488.843,0.92532,0.74386,1.32452,0.83609,0.91398,0.92004,0.6989,0.86971,0.6224,1.1916,0.00112509,0.00112509,0.00112509
127,492.54,0.90559,0.7825,1.37747,0.84595,0.94624,0.93772,0.70329,0.88362,0.60068,1.19036,0.00111009,0.00111009,0.00111009
128,496.214,0.86502,0.72551,1.41947,0.85553,0.95514,0.91906,0.69016,0.91446,0.59872,1.20668,0.0010951,0.0010951,0.0010951
129,499.886,0.87529,0.71891,1.42545,0.85298,0.95699,0.91178,0.67352,0.93025,0.60233,1.22013,0.0010801,0.0010801,0.0010801
130,503.662,0.88377,0.72858,1.32388,0.89827,0.95699,0.9388,0.67195,1.0163,0.60941,1.27694,0.0010651,0.0010651,0.0010651
131,507.503,0.83926,0.68167,1.33073,0.87027,0.95699,0.92825,0.68257,0.94681,0.59999,1.21863,0.0010501,0.0010501,0.0010501
132,511.315,0.89113,0.74175,1.4124,0.84774,0.96774,0.91205,0.68271,0.94513,0.59958,1.20716,0.0010351,0.0010351,0.0010351
133,515.029,0.8126,0.73155,1.3847,0.81393,0.94073,0.88059,0.66841,0.88956,0.60776,1.18131,0.0010201,0.0010201,0.0010201
134,518.765,0.88081,0.67689,1.31327,0.81008,0.93548,0.89979,0.69993,0.8333,0.60934,1.14343,0.0010051,0.0010051,0.0010051
135,522.521,0.92497,0.73406,1.35798,0.79765,0.91398,0.90045,0.69887,0.82299,0.61338,1.14308,0.000990101,0.000990101,0.000990101
136,526.269,0.87744,0.66934,1.30655,0.78982,0.92473,0.89432,0.69212,0.80254,0.62406,1.13187,0.000975101,0.000975101,0.000975101
137,529.994,0.80583,0.70647,1.33355,0.80871,0.90323,0.87585,0.6831,0.80331,0.62563,1.12433,0.000960102,0.000960102,0.000960102
138,533.809,0.89365,0.76444,1.40463,0.76592,0.95699,0.87131,0.67721,0.80997,0.62375,1.13314,0.000945103,0.000945103,0.000945103
139,537.596,0.91135,0.74627,1.33561,0.8139,0.8935,0.87251,0.68067,0.80612,0.61239,1.12731,0.000930104,0.000930104,0.000930104
140,541.424,0.82031,0.73822,1.3336,0.8154,0.90242,0.87392,0.69147,0.79979,0.601,1.11598,0.000915104,0.000915104,0.000915104
141,545.27,0.84346,0.67828,1.23514,0.80826,0.87097,0.86744,0.67947,0.81295,0.60791,1.1319,0.000900105,0.000900105,0.000900105
142,549.077,0.8729,0.70792,1.34946,0.80815,0.87097,0.86638,0.68192,0.81891,0.6273,1.14835,0.000885106,0.000885106,0.000885106
143,552.86,0.84142,0.70666,1.34319,0.80809,0.87097,0.84964,0.67381,0.81918,0.63958,1.15503,0.000870107,0.000870107,0.000870107
144,556.629,0.81649,0.69289,1.31631,0.79069,0.97849,0.90091,0.6913,0.8677,0.62775,1.17698,0.000855107,0.000855107,0.000855107
145,560.294,0.86222,0.68837,1.37159,0.86706,0.91174,0.91184,0.69807,0.86867,0.61132,1.17517,0.000840108,0.000840108,0.000840108
146,563.998,0.78971,0.67008,1.26878,0.8398,0.96774,0.91967,0.69681,0.84913,0.59742,1.1612,0.000825109,0.000825109,0.000825109
147,567.699,0.7917,0.63168,1.28357,0.86446,0.90323,0.91341,0.69773,0.82382,0.60103,1.15327,0.00081011,0.00081011,0.00081011
148,571.398,0.77876,0.62696,1.2719,0.8391,0.95329,0.9185,0.69719,0.85199,0.59657,1.15666,0.00079511,0.00079511,0.00079511
149,575.096,0.87643,0.7272,1.37653,0.83687,0.96774,0.93347,0.69746,0.88906,0.58649,1.18221,0.000780111,0.000780111,0.000780111
150,578.82,0.81396,0.6939,1.39455,0.83542,0.96774,0.93061,0.7079,0.87175,0.58554,1.17546,0.000765112,0.000765112,0.000765112
151,582.688,0.84581,0.69294,1.26003,0.84895,0.96694,0.93086,0.71052,0.86382,0.58616,1.16845,0.000750113,0.000750113,0.000750113
152,586.561,0.81345,0.6915,1.31271,0.84223,0.96774,0.93134,0.71963,0.85297,0.57777,1.14968,0.000735113,0.000735113,0.000735113
153,590.401,0.86972,0.68171,1.30067,0.85007,0.97545,0.93657,0.71755,0.88247,0.56177,1.16165,0.000720114,0.000720114,0.000720114
154,594.11,0.83658,0.71888,1.36541,0.85026,0.97688,0.94257,0.72528,0.86287,0.55483,1.15897,0.000705115,0.000705115,0.000705115
155,597.878,0.7949,0.66645,1.37778,0.84853,0.96383,0.94102,0.7136,0.87278,0.55733,1.16898,0.000690115,0.000690115,0.000690115
156,601.65,0.88332,0.72959,1.35543,0.8477,0.95761,0.94193,0.71719,0.83675,0.55997,1.14948,0.000675116,0.000675116,0.000675116
157,605.513,0.72909,0.60336,1.23821,0.85203,0.99066,0.94939,0.72587,0.86107,0.55517,1.15454,0.000660117,0.000660117,0.000660117
158,609.339,0.84049,0.6826,1.29297,0.93448,0.92025,0.95301,0.72723,0.87735,0.5488,1.16545,0.000645118,0.000645118,0.000645118
159,613.234,0.8369,0.71993,1.31746,0.90774,0.93548,0.94804,0.72964,0.83295,0.53942,1.13686,0.000630118,0.000630118,0.000630118
160,617.157,0.85436,0.71629,1.3546,0.89547,0.94624,0.94638,0.73318,0.83731,0.53863,1.14275,0.000615119,0.000615119,0.000615119
161,621.1,0.86571,0.66914,1.30024,0.89466,0.93548,0.94421,0.73756,0.82297,0.54417,1.13584,0.00060012,0.00060012,0.00060012
162,624.997,0.82642,0.76978,1.32284,0.88134,0.93548,0.93898,0.74306,0.81377,0.54461,1.12772,0.000585121,0.000585121,0.000585121
163,628.871,0.95255,0.7663,1.3802,0.88735,0.93171,0.94041,0.74581,0.79865,0.53939,1.11579,0.000570121,0.000570121,0.000570121
164,632.792,0.88071,0.71412,1.36794,0.88163,0.9611,0.93726,0.73705,0.81684,0.53405,1.12095,0.000555122,0.000555122,0.000555122
165,636.528,0.81956,0.65097,1.28177,0.87304,0.96774,0.92542,0.72669,0.81392,0.54807,1.11365,0.000540123,0.000540123,0.000540123
166,640.245,0.75842,0.61539,1.28263,0.86278,0.96774,0.92662,0.71996,0.8151,0.5528,1.10656,0.000525124,0.000525124,0.000525124
167,644.002,0.78936,0.6657,1.31692,0.86257,0.96774,0.92188,0.71551,0.82788,0.56102,1.11235,0.000510125,0.000510125,0.000510125
168,647.707,0.84074,0.68079,1.30018,0.84947,0.95699,0.92222,0.72105,0.81586,0.56076,1.10928,0.000495125,0.000495125,0.000495125
169,651.515,0.8066,0.6692,1.27943,0.87243,0.96774,0.92594,0.72291,0.83128,0.55762,1.12045,0.000480126,0.000480126,0.000480126
170,655.342,0.79342,0.65691,1.25311,0.85196,0.92821,0.92176,0.72118,0.82624,0.55789,1.12133,0.000465127,0.000465127,0.000465127
171,661.497,0.66542,0.55799,1.17693,0.86249,0.95699,0.93745,0.74296,0.81977,0.54861,1.11383,0.000450128,0.000450128,0.000450128
172,665.162,0.66108,0.59073,1.26103,0.8657,0.95699,0.93596,0.74378,0.80437,0.54533,1.10733,0.000435128,0.000435128,0.000435128
173,668.941,0.68542,0.61235,1.23525,0.87131,0.96774,0.94523,0.7468,0.81621,0.54035,1.11791,0.000420129,0.000420129,0.000420129
174,672.871,0.67673,0.61261,1.26915,0.87027,0.96774,0.945,0.74731,0.79177,0.53901,1.10423,0.00040513,0.00040513,0.00040513
175,676.926,0.66466,0.57848,1.17626,0.86945,0.95699,0.94421,0.74215,0.79628,0.54313,1.1018,0.000390131,0.000390131,0.000390131
176,680.915,0.66655,0.57481,1.18659,0.86798,0.96774,0.9423,0.73682,0.80932,0.55425,1.11072,0.000375131,0.000375131,0.000375131
177,684.757,0.64673,0.59294,1.26949,0.85588,0.95782,0.93644,0.72087,0.85739,0.57215,1.14114,0.000360132,0.000360132,0.000360132
178,688.589,0.63234,0.51986,1.14502,0.84456,0.96774,0.92956,0.71548,0.86121,0.57484,1.13812,0.000345133,0.000345133,0.000345133
179,692.448,0.64815,0.59382,1.22112,0.84164,0.97151,0.92511,0.72765,0.80053,0.56666,1.10115,0.000330133,0.000330133,0.000330133
180,696.254,0.64672,0.55848,1.22034,0.84203,0.97439,0.93024,0.72618,0.81302,0.5661,1.10912,0.000315134,0.000315134,0.000315134
181,699.997,0.65569,0.57327,1.21465,0.85813,0.97849,0.93616,0.73704,0.80655,0.56197,1.10621,0.000300135,0.000300135,0.000300135
182,703.713,0.64069,0.53675,1.20518,0.87314,0.97849,0.93632,0.74342,0.7919,0.55786,1.09486,0.000285136,0.000285136,0.000285136
183,707.428,0.64453,0.5697,1.22109,0.87416,0.97849,0.94024,0.74329,0.77138,0.54968,1.08149,0.000270136,0.000270136,0.000270136
184,711.197,0.62383,0.53713,1.19792,0.88056,0.97849,0.93735,0.75295,0.74893,0.54933,1.06861,0.000255137,0.000255137,0.000255137
185,715.047,0.56177,0.55615,1.18564,0.86155,0.97849,0.9293,0.74288,0.75732,0.55471,1.07315,0.000240138,0.000240138,0.000240138
