epoch,train_loss,val_loss,val_miou,lr_backbone,lr_head,best_miou
25,0.04138730991293083,0.07295917998999357,0.9180861793036289,4.809698831278216e-06,0.00038477590650225744,0.9391605181299014
26,0.03388497487387874,0.0650884984061122,0.9246063200304645,4.794386564209952e-06,0.0003835509251367963,0.9391605181299014
27,0.03476069393483075,0.07032999536022544,0.9210617021059458,4.778508191588612e-06,0.0003822806553270891,0.9391605181299014
28,0.03048044815659523,0.07468762807548046,0.9182195582090079,4.762067631165048e-06,0.00038096541049320397,0.9391605181299014
29,0.030494430525736374,0.07517679315060377,0.9184038830155921,4.745068939401538e-06,0.0003796055151521232,0.9391605181299014
30,0.02978599714961919,0.07510733511298895,0.917517146175961,4.727516310470919e-06,0.00037820130483767365,0.9391605181299014
31,0.029142873869700867,0.07195543451234698,0.9181881416796249,4.709414075221733e-06,0.00037675312601773885,0.9391605181299014
32,0.027485126290809025,0.07077749026939273,0.9185865739228083,4.690766700109658e-06,0.00037526133600877283,0.9391605181299014
33,0.028124520047144455,0.07131736213341355,0.9183024342659092,4.671578786095477e-06,0.00037372630288763837,0.9391605181299014
34,0.027812130410562862,0.0665277955122292,0.9210076289112071,4.651855067509858e-06,0.00037214840540078883,0.9391605181299014
35,0.02702716721052473,0.0676062828861177,0.9199219398063471,4.631600410885229e-06,0.00037052803287081855,0.9391605181299014
36,0.026001768694682556,0.06623012386262417,0.9220055033691033,4.6108198137550364e-06,0.00036886558510040315,0.9391605181299014
37,0.026462925598025322,0.06673729978501797,0.9227443809462821,4.5895184034206745e-06,0.0003671614722736542,0.9391605181299014
38,0.0255854395641522,0.06818122277036309,0.9210546478648743,4.567701435686403e-06,0.00036541611485491245,0.9391605181299014
39,0.024598337371240963,0.06801384873688221,0.9207842968053644,4.545374293562557e-06,0.0003636299434850048,0.9391605181299014
40,0.024566813964735378,0.06735158991068602,0.9206107823546633,4.5225424859373675e-06,0.0003618033988749896,0.9391605181299014
41,0.024285658516667107,0.0634389384649694,0.9235524860053563,4.499211646217726e-06,0.00035993693169741826,0.9391605181299014
42,0.024158624932169914,0.06387822469696403,0.9223523791328772,4.475387530939225e-06,0.0003580310024751382,0.9391605181299014
43,0.024350744926116684,0.06402853410691023,0.9211949145065788,4.451076018345824e-06,0.0003560860814676661,0.9391605181299014
44,0.023572389036417007,0.05955445300787687,0.9251758573118419,4.426283106939473e-06,0.000354102648555158,0.9391605181299014
45,0.02428429692306302,0.0587613470852375,0.9267994541373881,4.4010149140000775e-06,0.0003520811931200064,0.9391605181299014
46,0.023656812073154884,0.057358863297849894,0.9282523765273636,4.375277674076149e-06,0.0003500222139260921,0.9391605181299014
47,0.022951543669808994,0.05828483775258064,0.927028283200692,4.349077737446523e-06,0.0003479262189957221,0.9391605181299014
48,0.024246764453974636,0.05753371538594365,0.9271386849286667,4.322421568553528e-06,0.00034579372548428246,0.9391605181299014
49,0.02376000125977126,0.05820373119786382,0.9253915282236906,4.2953157444079714e-06,0.0003436252595526379,0.9391605181299014
50,0.022569522430950947,0.05752213904634118,0.926248228864203,4.267766952966368e-06,0.0003414213562373096,0.9391605181299014
51,0.02232124148444696,0.05655502760782838,0.9270681808061233,4.239781991480784e-06,0.00033918255931846296,0.9391605181299014
52,0.02246357263489203,0.05502243246883154,0.9284372805297614,4.211367764821721e-06,0.00033690942118573785,0.9391605181299014
53,0.02200368216091936,0.05607519345358014,0.9279958537447872,4.182531283774432e-06,0.00033460250270195475,0.9391605181299014
54,0.02145348878746683,0.057637886609882116,0.9274229538613986,4.153279663309128e-06,0.0003322623730647305,0.9391605181299014
55,0.021220849996263332,0.056549503933638334,0.9281600482985335,4.123620120825458e-06,0.0003298896096660368,0.9391605181299014
56,0.02203677747059952,0.05675239348784089,0.927840848407876,4.093559974371723e-06,0.00032748479794973803,0.9391605181299014
57,0.02062835561280901,0.05449018906801939,0.9288355688256962,4.063106640839262e-06,0.00032504853126714116,0.9391605181299014
58,0.021237169815735382,0.053908531088382006,0.9284804264315889,4.03226763413244e-06,0.00032258141073059543,0.9391605181299014
59,0.020628850483758884,0.05272603593766689,0.9297266359508701,4.001050563314708e-06,0.00032008404506517695,0.9391605181299014
60,0.021272902461615475,0.054250023793429136,0.9276495209938079,3.9694631307311814e-06,0.0003175570504584948,0.9391605181299014
61,0.0209035434844819,0.05127760022878647,0.9305713576799024,3.937513130108195e-06,0.00031500105040865585,0.9391605181299014
62,0.02022893117232756,0.050251941196620464,0.9315441983040575,3.9052084446303255e-06,0.0003124166755704263,0.9391605181299014
63,0.02036210217259147,0.04973483411595225,0.93142427140473,3.872557044995328e-06,0.0003098045635996265,0.9391605181299014
64,0.019938479939644985,0.04954187385737896,0.9315506545272202,3.8395669874474895e-06,0.00030716535899579943,0.9391605181299014
65,0.019739569588141007,0.04979474097490311,0.932263878043974,3.80624641178987e-06,0.0003044997129431899,0.9391605181299014
66,0.019886164587329735,0.051138736307621,0.9314314185805794,3.7726035393759263e-06,0.0003018082831500744,0.9391605181299014
67,0.01972718113525347,0.04969966923817992,0.9329599233960236,3.738646671081017e-06,0.00029909173368648166,0.9391605181299014
68,0.020100365477529438,0.04914015159010887,0.9335202647180807,3.704384185254286e-06,0.00029635073482034316,0.9391605181299014
69,0.020511742850596256,0.05105406092479825,0.93109355837908,3.6698245356514316e-06,0.00029358596285211484,0.9391605181299014
70,0.0195148978382349,0.05184629000723362,0.9309175059748332,3.634976249348865e-06,0.00029079809994790953,0.9391605181299014
71,0.019280191087587314,0.05101180775091052,0.9328262232957646,3.5998479246397856e-06,0.00028798783397118315,0.9391605181299014
72,0.018922152505679565,0.05116634629666805,0.9323488872559009,3.56444822891268e-06,0.0002851558583130147,0.9391605181299014
73,0.018930667503313583,0.05092933773994446,0.9317133413609667,3.5287858965127705e-06,0.0002823028717210219,0.9391605181299014
74,0.019564377482641827,0.05082249129191041,0.9313090140853058,3.49286972658695e-06,0.0002794295781269563,0.9391605181299014
75,0.01928042434155941,0.05128641566261649,0.9304808896466656,3.4567085809127234e-06,0.00027653668647301816,0.9391605181299014
76,0.018761759539219467,0.04898081487044692,0.9326932543729258,3.420311381711694e-06,0.0002736249105369358,0.9391605181299014
77,0.01851469667797739,0.04942490113899112,0.9327583500069683,3.3836871094481414e-06,0.0002706949687558516,0.9391605181299014
78,0.018228392624719578,0.049388707149773836,0.9326880496416315,3.3468448006132275e-06,0.0002677475840490585,0.9391605181299014
79,0.018987505019388416,0.049465248826891184,0.9318136526090879,3.3097935454953722e-06,0.00026478348363963007,0.9391605181299014
80,0.018581869842653923,0.049608063884079456,0.9318038284273764,3.272542485937367e-06,0.00026180339887498964,0.9391605181299014
81,0.01837986580688845,0.05009164987131953,0.930810846724911,3.2351008130807587e-06,0.00025880806504646097,0.9391605181299014
82,0.018658761189065197,0.04936844436451793,0.9323878835490986,3.197477765098072e-06,0.00025579822120784605,0.9391605181299014
83,0.0189935460856015,0.047747309785336256,0.9326434558529805,3.1596826249134307e-06,0.0002527746099930747,0.9391605181299014
84,0.019054591994393955,0.04737641615793109,0.9338880462753926,3.1217247179121354e-06,0.0002497379774329711,0.9391605181299014
85,0.01809770342978564,0.048105135560035706,0.9331155982545234,3.0836134096397625e-06,0.00024668907277118125,0.9391605181299014
86,0.01862620274451646,0.04722122708335519,0.9338589422819299,3.0453581034913556e-06,0.0002436286482793087,0.9391605181299014
87,0.01801843119954521,0.0462462673895061,0.93450363673766,3.0069682383912805e-06,0.0002405574590713027,0.9391605181299014
88,0.017907029525800186,0.04700504383072257,0.9337265856279409,2.968453286464311e-06,0.00023747626291714514,0.9391605181299014
89,0.017725035124881702,0.04777610953897238,0.9338162573032216,2.9298227506985227e-06,0.00023438582005588205,0.9391605181299014
90,0.017653003842993217,0.051538925152271986,0.9299759431591998,2.8910861626005766e-06,0.00023128689300804634,0.9391605181299014
91,0.017548251727765255,0.050493653398007154,0.9309739058110659,2.8522530798439565e-06,0.00022818024638751673,0.9391605181299014
92,0.018047640100121498,0.04799082688987255,0.9332991157073438,2.8133330839107604e-06,0.00022506664671286105,0.9391605181299014
93,0.01776581376113675,0.04824589379131794,0.9330522857208474,2.7743357777276127e-06,0.00022194686221820923,0.9391605181299014
94,0.017023843289776283,0.04836819530464709,0.9329572450169781,2.7352707832962852e-06,0.00021882166266370303,0.9391605181299014
95,0.017582212574779987,0.050457465928047895,0.9316457165158268,2.6961477393196118e-06,0.00021569181914556917,0.9391605181299014
96,0.017778554507954555,0.05032780161127448,0.9314463063903431,2.656976298823283e-06,0.00021255810390586287,0.9391605181299014
97,0.01717015245760029,0.04915384389460087,0.9323028523841559,2.617766126774106e-06,0.00020942129014192868,0.9391605181299014
98,0.017269224097782917,0.049759419867768884,0.9311781558516037,2.57852689769532e-06,0.00020628215181562581,0.9391605181299014
99,0.017231786030937325,0.0495871112216264,0.9311072876467896,2.539268293279551e-06,0.0002031414634623643,0.9391605181299014
100,0.01697506569325924,0.050230046501383185,0.9304670997469672,2.4999999999999994e-06,0.00020000000000000015,0.9391605181299014
101,0.0165666662664576,0.049626236548647285,0.9309930365602019,2.460731706720448e-06,0.00019685853653763605,0.9391605181299014
102,0.017101390879939903,0.04818018595688045,0.9325119084605746,2.4214731023046787e-06,0.00019371784818437448,0.9391605181299014
103,0.017254781739955597,0.04890857939608395,0.9313382476263836,2.382233873225893e-06,0.0001905787098580716,0.9391605181299014
104,0.016843192448670215,0.04906314145773649,0.9309993568874407,2.343023701176716e-06,0.00018744189609413745,0.9391605181299014
105,0.017022241414947945,0.04717678623273969,0.9325301992283839,2.3038522606803874e-06,0.00018430818085443117,0.9391605181299014
106,0.01717181825502352,0.046758139273151755,0.9327328635357882,2.2647292167037135e-06,0.00018117833733629726,0.9391605181299014
107,0.01707158906554634,0.04686994035728276,0.9332193757760168,2.2256642222723865e-06,0.0001780531377817911,0.9391605181299014
108,0.01690976076166738,0.04649413097649813,0.933816970456459,2.186666916089239e-06,0.0001749333532871393,0.9391605181299014
109,0.016260964711281387,0.04756036936305463,0.932474378173441,2.1477469201560435e-06,0.00017181975361248364,0.9391605181299014
110,0.016699941490184177,0.048130759270861745,0.9320410045515858,2.1089138373994226e-06,0.00016871310699195397,0.9391605181299014
111,0.016628509472039612,0.04729564837180078,0.9327185304028303,2.0701772493014756e-06,0.00016561417994411822,0.9391605181299014
112,0.016817086630246857,0.04798754816874862,0.9322344090099959,2.031546713535688e-06,0.00016252373708285523,0.9391605181299014
113,0.01595209708267992,0.047901860903948545,0.9322640016262598,1.9930317616087187e-06,0.00015944254092869768,0.9391605181299014
114,0.016055054200643844,0.047792198369279504,0.9321754661846285,1.954641896508644e-06,0.0001563713517206917,0.9391605181299014
115,0.01607842870395292,0.04755964735522866,0.9321902469018426,1.9163865903602357e-06,0.00015331092722881904,0.9391605181299014
116,0.016291741366413506,0.04826601967215538,0.9313987546113598,1.8782752820878625e-06,0.00015026202256702918,0.9391605181299014
117,0.016549904661422424,0.048240257892757654,0.9316154859924645,1.8403173750865674e-06,0.00014722539000692556,0.9391605181299014
118,0.016559824855490166,0.04727613553404808,0.9328229873694281,1.8025222349019267e-06,0.0001442017787921543,0.9391605181299014
119,0.016427657820961693,0.04820253700017929,0.9322323927729362,1.76489918691924e-06,0.00014119193495353938,0.9391605181299014
