epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
174,409.367,0.65024,0.80955,1.23619,0.19606,0.73203,0.19492,0.14041,0.76283,15.8153,1.04424,0.00040513,0.00040513,0.00040513
175,411.39,0.64911,0.76824,1.19516,0.18621,0.69231,0.19095,0.14078,0.73145,15.4368,1.0138,0.000390131,0.000390131,0.000390131
176,414.089,0.65981,0.85329,1.25125,0.19735,0.73801,0.19609,0.14081,0.70041,15.1655,0.98623,0.000375131,0.000375131,0.000375131
177,416.77,0.65266,0.90086,1.37198,0.21524,0.84396,0.20162,0.14386,0.69448,17.3811,0.98562,0.000360132,0.000360132,0.000360132
178,418.709,0.73182,0.75954,1.30209,0.21428,0.84615,0.20111,0.14683,0.70144,17.9975,0.98702,0.000345133,0.000345133,0.000345133
179,421.236,0.65592,0.80347,1.32633,0.21172,0.82672,0.20532,0.1492,0.66951,18.2376,0.96048,0.000330133,0.000330133,0.000330133
180,423.389,0.57184,0.71015,1.1687,0.21558,0.76923,0.20149,0.14773,0.67068,19.2236,0.95815,0.000315134,0.000315134,0.000315134
181,425.564,0.69754,0.70106,1.46512,0.21683,0.76923,0.20455,0.1534,0.66716,19.75,0.95254,0.000300135,0.000300135,0.000300135
182,427.523,0.6109,0.75375,1.24433,0.21522,0.75964,0.20722,0.15686,0.66272,19.0432,0.94989,0.000285136,0.000285136,0.000285136
183,429.786,0.62388,0.76166,1.23568,0.20169,0.76923,0.19973,0.14768,0.66981,16.9921,0.95708,0.000270136,0.000270136,0.000270136
184,432.135,0.6378,0.89646,1.21634,0.1935,0.69231,0.1938,0.14768,0.64567,14.8054,0.93735,0.000255137,0.000255137,0.000255137
185,434.324,0.61283,0.78702,1.20865,0.20836,0.61538,0.18893,0.14365,0.61813,13.8595,0.91383,0.000240138,0.000240138,0.000240138
186,436.437,0.60895,0.76076,1.30138,0.20966,0.61538,0.19014,0.1463,0.60132,13.1785,0.90433,0.000225139,0.000225139,0.000225139
187,438.317,0.6185,0.76892,1.26575,0.22092,0.61538,0.19754,0.1493,0.61579,12.9433,0.91398,0.000210139,0.000210139,0.000210139
188,440.9,0.61626,0.86209,1.22779,0.21501,0.61538,0.19505,0.14885,0.63459,12.2333,0.92411,0.00019514,0.00019514,0.00019514
189,443.703,0.61977,1.8539,1.22908,0.21558,0.61538,0.1944,0.14348,0.66118,12.0686,0.94298,0.000180141,0.000180141,0.000180141
190,445.589,0.62219,0.72945,1.23706,0.21588,0.61538,0.19416,0.14465,0.65823,12.1727,0.9419,0.000165142,0.000165142,0.000165142
191,447.868,0.57271,0.88714,1.27461,0.22193,0.61538,0.19503,0.15007,0.64864,12.7723,0.93108,0.000150143,0.000150143,0.000150143
192,450.872,0.61856,0.73861,1.28557,0.22509,0.61538,0.19692,0.15139,0.61754,14.2262,0.90778,0.000135143,0.000135143,0.000135143
193,453.276,0.59226,0.72397,1.27354,0.22356,0.61538,0.19779,0.15229,0.60964,15.3404,0.90188,0.000120144,0.000120144,0.000120144
194,455.128,0.5974,0.68534,1.21558,0.22339,0.61538,0.19928,0.1525,0.61918,16.1435,0.90967,0.000105145,0.000105145,0.000105145
195,457.412,0.58761,0.71362,1.29602,0.22376,0.61538,0.19941,0.1533,0.63122,16.3701,0.92065,9.01455e-05,9.01455e-05,9.01455e-05
196,459.824,0.57458,0.77578,1.24374,0.21785,0.61538,0.19962,0.15455,0.63502,17.2069,0.92428,7.51463e-05,7.51463e-05,7.51463e-05
197,462.69,0.65238,0.78509,1.23325,0.21621,0.61538,0.19542,0.14907,0.64702,17.5422,0.93047,6.0147e-05,6.0147e-05,6.0147e-05
198,464.624,0.60424,0.68943,1.23579,0.2165,0.61538,0.19589,0.15068,0.64715,17.2754,0.93165,4.51478e-05,4.51478e-05,4.51478e-05
199,466.751,0.58667,0.77572,1.23085,0.21675,0.61538,0.19778,0.15201,0.64493,16.6912,0.93145,3.01485e-05,3.01485e-05,3.01485e-05
200,469.189,0.61014,0.69937,1.20995,0.21716,0.61538,0.196,0.15249,0.64197,15.8688,0.93124,1.51493e-05,1.51493e-05,1.51493e-05
