Sample_ID,Bin_0,Bin_1,Bin_2,Bin_3,Bin_4,Bin_5
0082_petal_cutout,0.008726083573981039,0.007338018821067992,0.06398688415065645,0.011367362457199872,0.3015110478174682,0.6070706031796265
0083_petal_cutout,0.0081413304614365,0.008258802087648082,0.06411564907629856,0.011808300886422003,0.2552250849142573,0.6524508325739375
0084_petal_cutout,0.004409678892452208,5.614674397833369e-05,0.5538121911569166,0.0020385587044441157,0.175730382759552,0.2639530417426567
0085_petal_cutout,8.373309715250893e-05,0.9838420839048837,0.0004257632544400915,0.015648419743523673,0.0,0.0
0086_petal_cutout,0.0603405816249787,9.03408752328232e-06,0.5690344141402928,0.020314535655719265,0.2756882107068878,0.07461322378459817
0087_petal_cutout,0.00661657659816769,0.0,0.053665122710734765,0.0011686132811488698,0.20184061611143533,0.7367090712985134
0088_petal_cutout,0.019928578412949056,2.8752065720671135e-05,0.056808501294328226,0.0008113663102947196,0.17445540311973257,0.7479673987969747
0089_petal_cutout,0.001065479425345613,0.006004430610531237,0.07485286505812416,0.001425055840450623,0.5226667255547555,0.39398544351079295
0090_petal_cutout,0.0016613035238741763,0.007347719967701724,0.07323216085202779,0.0011195541441645853,0.4981202972984642,0.41851896421376755
0091_petal_cutout,0.5515429916843116,0.10165392040312461,0.11239456412837465,0.06711592619156737,0.13159048418081445,0.035702113411807276
0092_petal_cutout,0.015549992519063707,0.0,0.0637606117292628,0.00038059791700302705,0.7965835155666873,0.1237252822679832
0093_petal_cutout,0.01053356818316384,0.0,0.029031559896658395,0.0002627477405133858,0.7620484359624673,0.1981236882171971
0094_petal_cutout,0.003572255075261087,0.0,0.733446691362523,0.0012692597862938545,0.24603014382573501,0.015681649950187025
0095_petal_cutout,0.024564097905301785,0.0,0.5849526627651738,0.0014218502328355285,0.2532288445317599,0.135832544564929
0096_petal_cutout,0.02778356561209907,0.0,0.20725234007272553,0.0005296701773689182,0.5250795064113974,0.239354917726409
0097_petal_cutout,0.016709816032943213,0.0,0.3162949429175658,5.4362754956439404e-05,0.47495433888261623,0.19198653941191832
0098_petal_cutout,0.5118523313742911,0.0008832997851830837,0.03751766102216884,0.013180364643658167,0.07170046747248542,0.3648658757022134
0099_petal_cutout,0.008332775987115541,8.308266600643641e-07,0.138518051717021,0.0007420666785474879,0.6958932099721908,0.15651306481846508
0100_petal_cutout,0.012960400642967768,0.0024579296310905108,0.0228942592148003,0.007827781151428148,0.5365690380783132,0.4172905912814
0101_petal_cutout,0.0017306818104339881,0.005962350504670879,0.0338352607425624,0.0026582203976950403,0.5545509153425541,0.4012625712020836
0102_petal_cutout,0.02861616227161628,0.00013876479367472134,0.45210401702447683,0.0031237053194834753,0.4230895299134633,0.09292782067728533
0103_petal_cutout,0.028650638566466474,0.0017333328293842624,0.49781916039565044,0.016762983932843745,0.4050318054857376,0.05000207878991749
0104_petal_cutout,0.041792571166524344,0.24063009877023864,0.026927424864635088,0.6841451366719106,0.0032824779466185906,0.003222290580072744
0105_petal_cutout,0.03572213282425216,0.2291335442917797,0.03927214815033608,0.6916732496994309,0.001435708961735425,0.0027632160724657033
0106_petal_cutout,0.03366771779730943,0.37026985891510894,0.03604847125528148,0.5549937169045269,0.0020657121430199626,0.002954522984753334
